RunID,OS,RAMTier,Pressure,TotalProcesses,StableCount,MediumCount,LargeCount,,Stable%,Medium%,Large%,,ErrorCount,MissingCount,Error%,Missing%
Run216,Win10,32Gb,1,170,142,6,4,,83.53,3.53,2.35,,0,18,0.0,10.59
Run217,Win10,32Gb,1,163,144,10,1,,88.34,6.13,0.61,,0,8,0.0,4.91
Run218,Win10,32Gb,1,166,146,6,2,,87.95,3.61,1.2,,0,12,0.0,7.23
Run219,Win10,32Gb,1,168,150,6,1,,89.29,3.57,0.6,,0,11,0.0,6.55
Run220,Win10,32Gb,1,174,149,7,2,,85.63,4.02,1.15,,0,16,0.0,9.2
Run246,Win10,32Gb,1,153,137,3,1,,89.54,1.96,0.65,,0,12,0.0,7.84
Run247,Win10,32Gb,1,157,134,7,1,,85.35,4.46,0.64,,0,15,0.0,9.55
Run248,Win10,32Gb,1,157,134,8,2,,85.35,5.1,1.27,,0,13,0.0,8.28
Run249,Win10,32Gb,1,159,138,5,2,,86.79,3.14,1.26,,0,14,0.0,8.81
Run250,Win10,32Gb,1,160,139,5,3,,86.88,3.12,1.88,,0,13,0.0,8.12
