RunID,OS,RAMTier,Pressure,Variant,TotalProcesses,StableCount,MediumCount,LargeCount,,Stable%,Medium%,Large%,,ErrorCount,MissingCount,Error%,Missing%
Run031A,Win10,16Gb,0,Async,140,125,7,4,,89.29,5.0,2.86,,0,4,0.0,2.86
Run032A,Win10,16Gb,0,Async,143,120,13,5,,83.92,9.09,3.5,,0,5,0.0,3.5
Run033A,Win10,16Gb,0,Async,141,121,9,3,,85.82,6.38,2.13,,0,8,0.0,5.67
Run034A,Win10,16Gb,0,Async,136,128,3,2,,94.12,2.21,1.47,,0,3,0.0,2.21
Run035A,Win10,16Gb,0,Async,144,129,10,2,,89.58,6.94,1.39,,0,3,0.0,2.08
