RunID,OS,RAMTier,Pressure,TotalProcesses,StableCount,MediumCount,LargeCount,,Stable%,Medium%,Large%,,ErrorCount,MissingCount,Error%,Missing%
Run076,Win10,16Gb,1,163,146,5,3,,89.57,3.07,1.84,,0,9,0.0,5.52
Run077,Win10,16Gb,1,168,148,5,1,,88.1,2.98,0.6,,0,14,0.0,8.33
Run078,Win10,16Gb,1,168,153,4,1,,91.07,2.38,0.6,,0,10,0.0,5.95
Run079,Win10,16Gb,1,175,150,7,2,,85.71,4.0,1.14,,0,16,0.0,9.14
Run080,Win10,16Gb,1,176,152,7,0,,86.36,3.98,0.0,,0,17,0.0,9.66
Run081,Win10,16Gb,1,173,158,2,1,,91.33,1.16,0.58,,0,12,0.0,6.94
Run082,Win10,16Gb,1,176,152,8,2,,86.36,4.55,1.14,,0,14,0.0,7.95
Run083,Win10,16Gb,1,180,157,4,3,,87.22,2.22,1.67,,0,16,0.0,8.89
Run084,Win10,16Gb,1,187,154,6,0,,82.35,3.21,0.0,,0,27,0.0,14.44
Run085,Win10,16Gb,1,177,158,7,1,,89.27,3.95,0.56,,0,11,0.0,6.21
Run086,Win10,16Gb,1,182,160,4,4,,87.91,2.2,2.2,,0,14,0.0,7.69
Run087,Win10,16Gb,1,184,163,8,0,,88.59,4.35,0.0,,0,13,0.0,7.07
Run088,Win10,16Gb,1,182,170,3,0,,93.41,1.65,0.0,,0,9,0.0,4.95
Run089,Win10,16Gb,1,183,168,4,1,,91.8,2.19,0.55,,0,10,0.0,5.46
Run090,Win10,16Gb,1,195,171,3,2,,87.69,1.54,1.03,,0,19,0.0,9.74
