RunID,OS,RAMTier,Pressure,TotalProcesses,StableCount,MediumCount,LargeCount,,Stable%,Medium%,Large%,,ErrorCount,MissingCount,Error%,Missing%
Run181,Win11,16Gb,1,158,110,19,6,,69.62,12.03,3.8,,0,23,0.0,14.56
Run182,Win11,16Gb,1,150,124,8,4,,82.67,5.33,2.67,,0,14,0.0,9.33
Run183,Win11,16Gb,1,145,129,6,1,,88.97,4.14,0.69,,0,9,0.0,6.21
Run184,Win11,16Gb,1,147,125,9,0,,85.03,6.12,0.0,,0,13,0.0,8.84
Run185,Win11,16Gb,1,150,128,6,1,,85.33,4.0,0.67,,0,15,0.0,10.0
Run186,Win11,16Gb,1,149,132,2,2,,88.59,1.34,1.34,,0,13,0.0,8.72
Run187,Win11,16Gb,1,151,126,8,2,,83.44,5.3,1.32,,0,15,0.0,9.93
Run188,Win11,16Gb,1,144,131,4,1,,90.97,2.78,0.69,,0,8,0.0,5.56
Run189,Win11,16Gb,1,146,132,2,2,,90.41,1.37,1.37,,0,10,0.0,6.85
Run190,Win11,16Gb,1,145,133,2,1,,91.72,1.38,0.69,,0,9,0.0,6.21
Run191,Win11,16Gb,1,145,127,7,3,,87.59,4.83,2.07,,0,8,0.0,5.52
Run192,Win11,16Gb,1,145,133,2,0,,91.72,1.38,0.0,,0,10,0.0,6.9
Run193,Win11,16Gb,1,145,131,4,1,,90.34,2.76,0.69,,0,9,0.0,6.21
Run194,Win11,16Gb,1,146,130,4,1,,89.04,2.74,0.68,,0,11,0.0,7.53
Run195,Win11,16Gb,1,151,127,5,3,,84.11,3.31,1.99,,0,16,0.0,10.6
