RunID,OS,RAMTier,Pressure,Variant,TotalProcesses,StableCount,MediumCount,LargeCount,,Stable%,Medium%,Large%,,ErrorCount,MissingCount,Error%,Missing%
Run036A,Win10,16Gb,2,Async,136,122,9,2,,89.71,6.62,1.47,,0,3,0.0,2.21
Run037A,Win10,16Gb,2,Async,134,127,3,2,,94.78,2.24,1.49,,0,2,0.0,1.49
Run038A,Win10,16Gb,2,Async,137,129,1,3,,94.16,0.73,2.19,,0,4,0.0,2.92
Run039A,Win10,16Gb,2,Async,147,138,2,1,,93.88,1.36,0.68,,0,6,0.0,4.08
Run040A,Win10,16Gb,2,Async,141,137,1,1,,97.16,0.71,0.71,,0,2,0.0,1.42
