RunID,OS,RAMTier,Pressure,Variant,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run013A,Win10,8Gb,2,Async,4,System,6,6,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,108,Registry,68,68,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,368,smss.exe,16,16,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,396,svchost.exe,77,76,-1,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,472,csrss.exe,147,148,1,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,484,sihost.exe,134,134,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,552,svchost.exe,53,53,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,560,wininit.exe,60,60,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,568,csrss.exe,103,103,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,588,svchost.exe,135,135,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,656,winlogon.exe,95,93,-2,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,704,services.exe,61,63,2,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,724,WerFault.exe,0,0,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,748,lsass.exe,154,153,-1,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,864,svchost.exe,152,152,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,888,fontdrvhost.ex,46,46,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,896,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,984,conhost.exe,,,,MISSING FROM VMEM,MISSING,
Run013A,Win10,8Gb,2,Async,992,svchost.exe,89,89,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1008,dwm.exe,256,256,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1044,svchost.exe,85,85,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1052,powershell.exe,232,232,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1064,svchost.exe,70,70,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1080,svchost.exe,175,175,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1204,svchost.exe,101,101,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1236,svchost.exe,80,81,1,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,1292,svchost.exe,83,83,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1320,svchost.exe,70,70,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1332,svchost.exe,103,103,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1392,svchost.exe,53,53,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1436,msedgewebview2,86,86,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1456,svchost.exe,52,52,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1464,svchost.exe,90,90,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1512,svchost.exe,75,74,-1,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,1532,svchost.exe,54,54,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1540,svchost.exe,90,84,-6,MISMATCH,MEDIUM,
Run013A,Win10,8Gb,2,Async,1548,svchost.exe,67,67,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1584,svchost.exe,70,70,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1592,SearchFilterHo,65,62,-3,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,1712,MemCompression,1335,1335,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1724,svchost.exe,69,69,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1756,svchost.exe,63,1,-62,MISMATCH,LARGE,
Run013A,Win10,8Gb,2,Async,1808,svchost.exe,60,60,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1824,svchost.exe,96,96,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1832,svchost.exe,90,90,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1868,svchost.exe,69,69,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1884,svchost.exe,91,91,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,1892,svchost.exe,69,69,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2112,svchost.exe,75,75,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2124,svchost.exe,61,61,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2132,svchost.exe,81,81,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2180,taskhostw.exe,187,187,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2220,svchost.exe,78,78,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2284,svchost.exe,70,70,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2312,MicrosoftEdgeU,96,96,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2400,svchost.exe,74,73,-1,MISMATCH,SMALL,
Run013A,Win10,8Gb,2,Async,2436,spoolsv.exe,123,123,0,MATCH,MATCH,
Run013A,Win10,8Gb,2,Async,2484,svchost.exe,110,110,0,MATCH,MATCH,
