RunID,OS,RAMTier,Pressure,Variant,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run031A,Win10,16Gb,0,Async,4,System,6,6,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,108,Registry,99,44,-55,MISMATCH,LARGE,
Run031A,Win10,16Gb,0,Async,364,smss.exe,16,16,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,444,svchost.exe,78,78,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,484,csrss.exe,161,161,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,496,svchost.exe,75,74,-1,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,568,wininit.exe,60,62,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,592,csrss.exe,103,103,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,680,winlogon.exe,94,95,1,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,688,StartMenuExper,228,220,-8,MISMATCH,MEDIUM,
Run031A,Win10,16Gb,0,Async,724,services.exe,60,60,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,736,svchost.exe,182,182,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,744,lsass.exe,153,153,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,804,dwm.exe,245,243,-2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,864,svchost.exe,139,139,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,872,svchost.exe,154,160,6,MISMATCH,MEDIUM,
Run031A,Win10,16Gb,0,Async,900,fontdrvhost.ex,46,48,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,908,fontdrvhost.ex,48,50,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,944,svchost.exe,71,68,-3,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,996,svchost.exe,85,87,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1004,svchost.exe,88,52,-36,MISMATCH,LARGE,
Run031A,Win10,16Gb,0,Async,1040,svchost.exe,74,74,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,1084,svchost.exe,69,71,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1088,svchost.exe,72,71,-1,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1096,svchost.exe,53,55,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1132,setup.exe,66,61,-5,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1192,svchost.exe,70,72,2,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1212,svchost.exe,66,67,1,MISMATCH,SMALL,
Run031A,Win10,16Gb,0,Async,1228,svchost.exe,93,93,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,1268,svchost.exe,106,106,0,MATCH,MATCH,
Run031A,Win10,16Gb,0,Async,1316,svchost.exe,104,103,-1,MISMATCH,SMALL,
