RunID,OS,RAMTier,Pressure,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run001,Win10,8Gb,0,4,System,6,6,0,MATCH,MATCH,
Run001,Win10,8Gb,0,108,Registry,60,58,-2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,360,smss.exe,16,16,0,MATCH,MATCH,
Run001,Win10,8Gb,0,476,csrss.exe,151,147,-4,MISMATCH,SMALL,
Run001,Win10,8Gb,0,556,dwm.exe,239,241,2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,560,wininit.exe,60,60,0,MATCH,MATCH,
Run001,Win10,8Gb,0,568,csrss.exe,108,108,0,MATCH,MATCH,
Run001,Win10,8Gb,0,656,winlogon.exe,86,88,2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,704,services.exe,60,61,1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,724,lsass.exe,165,164,-1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,820,WmiPrvSE.exe,125,173,48,MISMATCH,LARGE,
Run001,Win10,8Gb,0,844,svchost.exe,153,144,-9,MISMATCH,MEDIUM,
Run001,Win10,8Gb,0,872,fontdrvhost.ex,36,36,0,MATCH,MATCH,
Run001,Win10,8Gb,0,880,fontdrvhost.ex,38,38,0,MATCH,MATCH,
Run001,Win10,8Gb,0,960,svchost.exe,81,80,-1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1016,svchost.exe,68,67,-1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1064,svchost.exe,85,85,0,MATCH,MATCH,
Run001,Win10,8Gb,0,1168,msedge.exe,344,345,1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1192,ShellExperienc,197,196,-1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1196,svchost.exe,79,79,0,MATCH,MATCH,
Run001,Win10,8Gb,0,1204,svchost.exe,51,51,0,MATCH,MATCH,
Run001,Win10,8Gb,0,1212,svchost.exe,70,68,-2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1240,vmtoolsd.exe,130,131,1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1316,svchost.exe,93,91,-2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1356,SearchFilterHo,,,,MISSING FROM VMEM,MISSING,
Run001,Win10,8Gb,0,1368,svchost.exe,52,50,-2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1396,svchost.exe,69,68,-1,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1424,svchost.exe,,,,MISSING FROM RAW,MISSING,
Run001,Win10,8Gb,0,1480,svchost.exe,73,73,0,MATCH,MATCH,
Run001,Win10,8Gb,0,1488,svchost.exe,88,88,0,MATCH,MATCH,
Run001,Win10,8Gb,0,1516,dllhost.exe,106,101,-5,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1524,svchost.exe,52,52,0,MATCH,MATCH,
Run001,Win10,8Gb,0,1532,svchost.exe,104,102,-2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1540,svchost.exe,85,87,2,MISMATCH,SMALL,
Run001,Win10,8Gb,0,1548,svchost.exe,68,66,-2,MISMATCH,SMALL,
