TreeDepth,PID,Process,VadNodeCount,Error
0,4,System,5,
0,124,Registry,84,
0,460,smss.exe,23,
0,640,csrss.exe,160,
0,720,csrss.exe,129,
0,772,wininit.exe,67,
0,780,winlogon.exe,89,
0,872,services.exe,61,
0,896,lsass.exe,158,
0,1008,svchost.exe,167,
0,504,fontdrvhost.ex,50,
0,572,fontdrvhost.ex,49,
0,996,svchost.exe,88,
0,1032,svchost.exe,82,
0,1092,LogonUI.exe,0,
0,1100,dwm.exe,296,
0,1176,svchost.exe,74,
0,1196,svchost.exe,206,
0,1284,svchost.exe,88,
0,1332,svchost.exe,55,
0,1340,svchost.exe,75,
0,1464,svchost.exe,82,
0,1488,svchost.exe,71,
0,1528,svchost.exe,99,
0,1608,svchost.exe,57,
0,1636,svchost.exe,123,
0,1672,svchost.exe,82,
0,1780,svchost.exe,77,
0,1816,svchost.exe,95,
0,1808,svchost.exe,74,
0,1824,svchost.exe,58,
0,1900,svchost.exe,77,
0,1928,svchost.exe,77,
0,1936,svchost.exe,75,
0,2024,MemCompression,0,
0,1456,svchost.exe,100,
0,2060,svchost.exe,55,
0,2092,svchost.exe,75,
0,2156,svchost.exe,62,
0,2164,svchost.exe,78,
0,2172,svchost.exe,82,
0,2392,svchost.exe,80,
0,2536,svchost.exe,87,
0,2588,svchost.exe,86,
0,2716,spoolsv.exe,132,
0,2760,svchost.exe,71,
0,2932,svchost.exe,121,
0,3060,audiodg.exe,84,
0,2428,svchost.exe,78,
0,3112,svchost.exe,192,
0,3120,svchost.exe,109,
0,3132,svchost.exe,60,
0,3140,svchost.exe,123,
0,3148,svchost.exe,54,
0,3184,svchost.exe,115,
0,3192,svchost.exe,119,
0,3360,VGAuthService.,94,
0,3384,vmtoolsd.exe,171,
0,3460,vm3dservice.ex,73,
0,3476,MsMpEng.exe,1733,
0,3484,MpDefenderCore,117,
0,3820,vm3dservice.ex,86,
0,3840,svchost.exe,90,
0,4268,dllhost.exe,120,
0,4388,msdtc.exe,112,
0,4852,WmiPrvSE.exe,128,
0,4312,svchost.exe,90,
0,4328,svchost.exe,219,
0,4412,svchost.exe,138,
0,4524,svchost.exe,55,
0,4552,sihost.exe,183,
0,2608,svchost.exe,141,
0,4696,taskhostw.exe,193,
0,4844,svchost.exe,67,
0,4824,MicrosoftEdgeU,114,
0,5072,svchost.exe,110,
0,5244,svchost.exe,128,
0,5360,AggregatorHost,67,
0,5428,userinit.exe,0,
0,5460,explorer.exe,589,
0,5564,svchost.exe,120,
0,5628,svchost.exe,61,
0,5712,ShellHost.exe,152,
0,5788,svchost.exe,84,
0,5884,CrossDeviceRes,175,
0,5980,svchost.exe,82,
0,6100,svchost.exe,87,
0,8,WmiPrvSE.exe,123,
0,4236,NisSrv.exe,74,
0,5392,svchost.exe,68,
0,5132,svchost.exe,86,
0,6360,SearchHost.exe,286,
0,6512,StartMenuExper,358,
0,6524,Widgets.exe,264,
0,6624,RuntimeBroker.,183,
0,6676,svchost.exe,122,
0,6944,WidgetService.,133,
0,7396,msedgewebview2,312,
0,7764,msedgewebview2,74,
0,6244,svchost.exe,79,
0,7904,msedgewebview2,125,
0,7888,msedgewebview2,138,
0,7096,LockApp.exe,267,
0,8276,msedgewebview2,76,
0,8292,RuntimeBroker.,175,
0,8680,msedgewebview2,185,
0,9004,svchost.exe,72,
0,9012,SearchIndexer.,148,
0,9092,svchost.exe,95,
0,8208,ctfmon.exe,142,
0,9220,backgroundTask,0,
0,9968,smartscreen.ex,79,
0,10096,Taskmgr.exe,430,
0,1796,SecurityHealth,82,
0,9228,SecurityHealth,136,
0,1912,vmtoolsd.exe,139,
0,3020,OneDrive.exe,355,
0,9620,taskhostw.exe,86,
0,3264,OneDrive.Sync.,254,
0,10064,ShellExperienc,222,
0,8608,RuntimeBroker.,112,
0,5164,svchost.exe,74,
0,8916,svchost.exe,84,
0,5920,svchost.exe,141,
0,9688,svchost.exe,70,
0,8724,svchost.exe,74,
0,516,svchost.exe,92,
0,6752,svchost.exe,127,
0,1204,svchost.exe,100,
0,7444,msedgewebview2,303,
0,4784,msedgewebview2,76,
0,1964,RuntimeBroker.,62,
0,1960,msedgewebview2,165,
0,8632,msedgewebview2,129,
0,1924,msedgewebview2,76,
0,4368,msedgewebview2,192,
0,6684,MoUsoCoreWorke,126,
0,6304,SearchProtocol,111,

