Config,OS,RAM,Pressure,RunLabel,RunID_CSV,Smeared%,SnapshotDuration,AcquisitionDuration,Stable%,Medium%,Large%,Missing%,MediumLarge%
Win11_16Gb_1,Win11,16Gb,1,Run 10,Run190,6.68,1142.9166898,68.2408489,91.72,1.38,0.69,6.21,2.07
Win11_16Gb_1,Win11,16Gb,1,Run 11,Run191,5.44,1194.6828551,66.0937266,87.59,4.83,2.07,5.52,6.9
Win11_16Gb_1,Win11,16Gb,1,Run 12,Run192,4.82,1196.1732673,67.4142982,91.72,1.38,0.0,6.9,1.38
Win11_16Gb_1,Win11,16Gb,1,Run 13,Run193,6.0,1156.7192194,65.0280515,90.34,2.76,0.69,6.21,3.45
Win11_16Gb_1,Win11,16Gb,1,Run 14,Run194,7.13,1265.0868702,70.4387187,89.04,2.74,0.68,7.53,3.42
Win11_16Gb_1,Win11,16Gb,1,Run 15,Run195,15.21,1119.2538829,96.1148401,84.11,3.31,1.99,10.6,5.3
Win11_16Gb_2,Win11,16Gb,2,Run 1,Run196,21.76,1168.458735,65.8679074,77.12,7.84,2.61,12.42,10.45
Win11_16Gb_2,Win11,16Gb,2,Run 2,Run197,18.08,1004.2105788,73.0977763,88.89,2.78,0.69,7.64,3.47
Win11_16Gb_2,Win11,16Gb,2,Run 3,Run198,9.14,1214.5425781,69.2557285,86.01,5.59,1.4,6.99,6.99
Win11_16Gb_2,Win11,16Gb,2,Run 4,Run199,5.95,1430.1451425,73.7003085,86.11,4.86,1.39,7.64,6.25
Win11_16Gb_2,Win11,16Gb,2,Run 5,Run200,9.81,1400.6221776,67.4555943,82.88,6.16,2.05,8.9,8.21
Win11_16Gb_2,Win11,16Gb,2,Run 6,Run201,5.04,1450.1910625,69.9507155,89.04,2.05,1.37,7.53,3.42
Win11_16Gb_2,Win11,16Gb,2,Run 7,Run202,4.2,1410.6757679,66.8853302,89.51,3.5,1.4,5.59,4.9
Win11_16Gb_2,Win11,16Gb,2,Run 8,Run203,8.21,1434.5936597,67.795343,90.28,2.78,0.69,6.25,3.47
Win11_16Gb_2,Win11,16Gb,2,Run 9,Run204,24.25,1416.4819012,68.949552,84.0,5.33,0.67,10.0,6.0
Win11_16Gb_2,Win11,16Gb,2,Run 10,Run205,4.57,1411.4946154,74.4572506,91.61,2.1,0.0,6.29,2.1
Win11_16Gb_2,Win11,16Gb,2,Run 11,Run206,5.78,1153.1737829,71.4888058,90.85,2.82,0.7,5.63,3.52
Win11_16Gb_2,Win11,16Gb,2,Run 12,Run207,11.04,1441.3056396,73.4438796,70.51,10.9,2.56,16.03,13.46
Win11_16Gb_2,Win11,16Gb,2,Run 13,Run208,4.11,1259.9881653,69.2315315,90.85,2.11,0.0,7.04,2.11
Win11_16Gb_2,Win11,16Gb,2,Run 14,Run209,5.8,1332.2499415,75.0673738,84.83,4.83,1.38,8.97,6.21
Win11_16Gb_2,Win11,16Gb,2,Run 15,Run210,3.63,1508.9683241,74.8097849,89.44,2.11,1.41,7.04,3.52
Win11_32Gb_0,Win11,32Gb,0,Run 1,Run226,8.8,3031.9625791,141.7650871,60.0,8.48,3.03,28.48,11.51
Win11_32Gb_0,Win11,32Gb,0,Run 2,Run227,8.41,3044.8460972,143.9780437,87.59,2.76,0.69,8.97,3.45
Win11_32Gb_0,Win11,32Gb,0,Run 3,Run228,6.18,3055.3239042,133.297031,86.81,4.86,1.39,6.94,6.25
Win11_32Gb_0,Win11,32Gb,0,Run 4,Run229,2.48,3035.3716536,146.1702763,85.52,4.83,2.07,7.59,6.9
Win11_32Gb_0,Win11,32Gb,0,Run 5,Run230,3.63,2934.7344596,175.7609394,61.84,25.0,0.66,12.5,25.66
Win11_32Gb_0,Win11,32Gb,0,Run 6,Run251,11.98,2490.0306141,143.6306621,53.29,14.97,7.19,24.55,22.16
Win11_32Gb_0,Win11,32Gb,0,Run 7,Run252,3.59,2549.9357503,150.6759341,90.58,3.62,0.72,5.07,4.34
Win11_32Gb_0,Win11,32Gb,0,Run 8,Run253,8.19,2446.1483392,152.554408,78.15,7.28,0.0,14.57,7.28
Win11_32Gb_0,Win11,32Gb,0,Run 9,Run254,6.72,3112.6836301,149.2139311,74.67,8.67,2.67,14.0,11.34
Win11_32Gb_0,Win11,32Gb,0,Run 10,Run255,1.92,3153.5269496,159.3829753,85.91,5.37,0.67,8.05,6.04
Win11_32Gb_1,Win11,32Gb,1,Run 1,Run231,9.54,2545.47,128.505,62.5,13.75,4.38,19.38,18.13
Win11_32Gb_1,Win11,32Gb,1,Run 2,Run232,7.6,3064.5905075,125.6325988,83.22,6.04,1.34,9.4,7.38
Win11_32Gb_1,Win11,32Gb,1,Run 3,Run233,32.29,2608.8327398,121.7149505,84.42,1.95,0.65,12.99,2.6
Win11_32Gb_1,Win11,32Gb,1,Run 4,Run234,2.45,3005.6227129,121.5612774,92.41,1.38,0.0,6.21,1.38
Win11_32Gb_1,Win11,32Gb,1,Run 5,Run235,7.43,3058.4758122,132.1769489,68.55,10.69,3.14,17.61,13.83
Win11_32Gb_1,Win11,32Gb,1,Run 6,Run236,2.18,3110.270958,132.9156362,82.67,6.67,1.33,9.33,8.0
Win11_32Gb_1,Win11,32Gb,1,Run 7,Run237,3.35,3071.6667565,124.3712552,89.8,2.72,0.0,7.48,2.72
Win11_32Gb_1,Win11,32Gb,1,Run 8,Run238,3.43,3076.4538493,121.2913452,90.0,0.67,0.0,9.33,0.67
Win11_32Gb_1,Win11,32Gb,1,Run 9,Run239,2.54,3074.7122768,125.9580222,85.81,4.05,1.35,8.78,5.4
Win11_32Gb_1,Win11,32Gb,1,Run 10,Run240,2.3,3044.1721917,129.1966257,88.81,4.9,0.7,5.59,5.6
Win11_32Gb_2,Win11,32Gb,2,Run 1,Run266,49.49,2206.4574389,168.8996768,56.98,9.5,5.03,28.49,14.53
Win11_32Gb_2,Win11,32Gb,2,Run 2,Run267,4.68,2784.4876927,146.9601226,86.67,4.67,0.67,8.0,5.34
Win11_32Gb_2,Win11,32Gb,2,Run 3,Run268,2.96,2824.7904018,156.4756044,89.73,4.11,0.68,5.48,4.79
Win11_32Gb_2,Win11,32Gb,2,Run 4,Run269,4.4,2749.954619,165.8986732,89.8,3.4,0.68,6.12,4.08
Win11_32Gb_2,Win11,32Gb,2,Run 5,Run270,4.72,2639.0479034,155.874801,90.41,3.42,0.68,5.48,4.1
Win11_32Gb_2,Win11,32Gb,2,Run 6,Run271,4.41,2657.4366113,162.788145,84.0,5.33,2.0,8.67,7.33
Win11_32Gb_2,Win11,32Gb,2,Run 7,Run272,4.02,2643.4920128,162.377246,83.22,4.7,4.03,8.05,8.73
Win11_32Gb_2,Win11,32Gb,2,Run 8,Run273,3.44,2694.713671,162.679954,89.66,4.14,0.69,5.52,4.83
Win11_32Gb_2,Win11,32Gb,2,Run 9,Run274,7.2,3087.290607,163.0897824,66.24,8.92,7.64,17.2,16.56
Win11_32Gb_2,Win11,32Gb,2,Run 10,Run275,2.64,3104.4973334,160.2710247,85.14,4.73,1.35,8.78,6.08
