RunID,OS,RAMTier,Pressure,Variant,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run022A,Win11,8Gb,1,Async,4,System,5,5,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,124,Registry,85,85,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,440,svchost.exe,161,162,1,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,456,smss.exe,23,23,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,552,svchost.exe,75,75,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,564,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,600,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,636,csrss.exe,157,159,2,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,716,wininit.exe,65,65,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,724,csrss.exe,125,125,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,732,msedgewebview2,78,78,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,788,winlogon.exe,83,83,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,800,taskhostw.exe,196,195,-1,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,864,svchost.exe,90,88,-2,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,868,services.exe,63,56,-7,MISMATCH,MEDIUM,
Run022A,Win11,8Gb,1,Async,888,WerFault.exe,0,0,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,912,lsass.exe,152,151,-1,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,936,svchost.exe,81,81,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,976,svchost.exe,398,398,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1084,svchost.exe,196,196,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1092,svchost.exe,78,78,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1176,MemCompression,1475,1475,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1216,dwm.exe,271,271,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1324,msedgewebview2,80,80,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1376,svchost.exe,86,86,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1388,SearchProtocol,109,110,1,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,1396,msedgewebview2,129,129,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1444,svchost.exe,90,90,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1452,svchost.exe,82,82,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1532,sihost.exe,181,178,-3,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,1552,svchost.exe,80,80,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1584,svchost.exe,58,58,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1596,svchost.exe,75,75,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1600,svchost.exe,53,53,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1604,svchost.exe,53,53,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1616,svchost.exe,72,72,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1632,svchost.exe,53,53,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1640,svchost.exe,69,69,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1692,svchost.exe,99,99,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1792,svchost.exe,120,120,0,MATCH,MATCH,
Run022A,Win11,8Gb,1,Async,1800,svchost.exe,77,79,2,MISMATCH,SMALL,
Run022A,Win11,8Gb,1,Async,1900,svchost.exe,91,91,0,MATCH,MATCH,
