RunID,OS,RAMTier,Pressure,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run206,Win11,16Gb,2,4,System,5,5,0,MATCH,MATCH,
Run206,Win11,16Gb,2,124,Registry,80,80,0,MATCH,MATCH,
Run206,Win11,16Gb,2,376,svchost.exe,165,163,-2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,452,smss.exe,23,23,0,MATCH,MATCH,
Run206,Win11,16Gb,2,560,fontdrvhost.ex,47,47,0,MATCH,MATCH,
Run206,Win11,16Gb,2,568,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run206,Win11,16Gb,2,636,csrss.exe,161,163,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,716,csrss.exe,129,129,0,MATCH,MATCH,
Run206,Win11,16Gb,2,740,wininit.exe,65,65,0,MATCH,MATCH,
Run206,Win11,16Gb,2,788,winlogon.exe,89,89,0,MATCH,MATCH,
Run206,Win11,16Gb,2,868,services.exe,61,63,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,888,lsass.exe,157,157,0,MATCH,MATCH,
Run206,Win11,16Gb,2,904,svchost.exe,89,89,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1012,svchost.exe,85,83,-2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1036,svchost.exe,78,78,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1096,dwm.exe,286,286,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1128,msedgewebview2,185,185,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1144,svchost.exe,80,80,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1184,svchost.exe,212,212,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1208,svchost.exe,86,85,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1384,svchost.exe,196,194,-2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1396,svchost.exe,54,54,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1404,svchost.exe,53,54,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1412,svchost.exe,72,73,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1420,svchost.exe,69,70,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1524,svchost.exe,120,120,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1576,svchost.exe,77,76,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1624,svchost.exe,92,93,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1640,svchost.exe,82,82,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1648,svchost.exe,56,57,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1656,svchost.exe,71,71,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1764,msedgewebview2,76,76,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1828,svchost.exe,75,75,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1852,svchost.exe,97,98,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1856,svchost.exe,74,73,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1864,svchost.exe,71,71,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1888,RuntimeBroker.,204,203,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,1912,svchost.exe,116,116,0,MATCH,MATCH,
Run206,Win11,16Gb,2,1920,MemCompression,1877,1660,-217,MISMATCH,LARGE,
Run206,Win11,16Gb,2,2044,svchost.exe,90,92,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2060,svchost.exe,125,126,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2064,svchost.exe,53,53,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2096,svchost.exe,73,74,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2120,WmiPrvSE.exe,92,91,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2172,svchost.exe,,,,MISSING FROM RAW,MISSING,
Run206,Win11,16Gb,2,2184,svchost.exe,78,78,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2192,svchost.exe,61,62,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2200,svchost.exe,81,82,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2396,svchost.exe,81,81,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2512,svchost.exe,82,83,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2540,svchost.exe,53,53,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2544,svchost.exe,83,84,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2556,svchost.exe,0,0,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2680,spoolsv.exe,130,130,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2764,svchost.exe,73,74,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2844,svchost.exe,117,116,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2860,SearchProtocol,,,,MISSING FROM VMEM,MISSING,
Run206,Win11,16Gb,2,2880,svchost.exe,80,80,0,MATCH,MATCH,
Run206,Win11,16Gb,2,2896,powershell.exe,241,235,-6,MISMATCH,MEDIUM,
Run206,Win11,16Gb,2,2952,svchost.exe,98,99,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,2980,svchost.exe,77,77,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3056,svchost.exe,108,107,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3064,svchost.exe,58,58,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3088,svchost.exe,,,,MISSING FROM VMEM,MISSING,
Run206,Win11,16Gb,2,3128,svchost.exe,120,117,-3,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3140,svchost.exe,119,119,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3148,svchost.exe,117,116,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3196,VGAuthService.,92,92,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3212,vmtoolsd.exe,169,169,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3224,vm3dservice.ex,71,71,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3236,msedgewebview2,129,128,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3332,MsMpEng.exe,1777,1778,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3356,svchost.exe,92,85,-7,MISMATCH,MEDIUM,
Run206,Win11,16Gb,2,3372,MpDefenderCore,120,121,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3496,RuntimeBroker.,96,95,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3540,vmtoolsd.exe,132,133,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3620,conhost.exe,,,,MISSING FROM VMEM,MISSING,
Run206,Win11,16Gb,2,3644,vm3dservice.ex,83,83,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3804,svchost.exe,90,90,0,MATCH,MATCH,
Run206,Win11,16Gb,2,3944,NisSrv.exe,73,75,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,3988,SearchProtocol,,,,MISSING FROM RAW,MISSING,
Run206,Win11,16Gb,2,4084,ShellHost.exe,150,151,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,4132,svchost.exe,64,64,0,MATCH,MATCH,
Run206,Win11,16Gb,2,4276,dllhost.exe,115,115,0,MATCH,MATCH,
Run206,Win11,16Gb,2,4508,go-winpmem_amd,,,,MISSING FROM VMEM,MISSING,
Run206,Win11,16Gb,2,4552,svchost.exe,61,61,0,MATCH,MATCH,
Run206,Win11,16Gb,2,4636,msdtc.exe,109,109,0,MATCH,MATCH,
Run206,Win11,16Gb,2,4692,svchost.exe,101,89,-12,MISMATCH,MEDIUM,
Run206,Win11,16Gb,2,4720,AggregatorHost,77,75,-2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,4928,WmiPrvSE.exe,141,140,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5016,svchost.exe,88,90,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5240,sihost.exe,176,175,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5276,svchost.exe,135,134,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5328,svchost.exe,54,54,0,MATCH,MATCH,
Run206,Win11,16Gb,2,5352,ShellExperienc,226,226,0,MATCH,MATCH,
Run206,Win11,16Gb,2,5372,svchost.exe,92,93,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5376,svchost.exe,144,140,-4,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5412,ctfmon.exe,134,135,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5436,svchost.exe,,,,MISSING FROM RAW,MISSING,
Run206,Win11,16Gb,2,5460,taskhostw.exe,196,196,0,MATCH,MATCH,
Run206,Win11,16Gb,2,5468,MicrosoftEdgeU,110,114,4,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5560,svchost.exe,77,79,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5720,svchost.exe,77,79,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,5856,svchost.exe,126,126,0,MATCH,MATCH,
Run206,Win11,16Gb,2,5948,RuntimeBroker.,111,111,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6052,userinit.exe,0,0,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6100,explorer.exe,611,612,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,6160,CrossDeviceRes,173,173,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6260,msedgewebview2,74,74,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6264,svchost.exe,113,113,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6316,svchost.exe,66,66,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6352,svchost.exe,85,88,3,MISMATCH,SMALL,
Run206,Win11,16Gb,2,6524,svchost.exe,106,108,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,6764,msedgewebview2,211,197,-14,MISMATCH,MEDIUM,
Run206,Win11,16Gb,2,6832,svchost.exe,161,161,0,MATCH,MATCH,
Run206,Win11,16Gb,2,6960,Widgets.exe,258,254,-4,MISMATCH,SMALL,
Run206,Win11,16Gb,2,6984,SearchHost.exe,334,335,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,6996,StartMenuExper,364,366,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,7200,WidgetService.,132,135,3,MISMATCH,SMALL,
Run206,Win11,16Gb,2,7268,msedgewebview2,308,308,0,MATCH,MATCH,
Run206,Win11,16Gb,2,7280,UserOOBEBroker,77,77,0,MATCH,MATCH,
Run206,Win11,16Gb,2,7464,conhost.exe,75,75,0,MATCH,MATCH,
Run206,Win11,16Gb,2,7644,msedgewebview2,71,71,0,MATCH,MATCH,
Run206,Win11,16Gb,2,7740,svchost.exe,57,58,1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,7928,msedgewebview2,341,340,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,7980,svchost.exe,,,,MISSING FROM VMEM,MISSING,
Run206,Win11,16Gb,2,8168,msedgewebview2,136,135,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,8176,msedgewebview2,123,123,0,MATCH,MATCH,
Run206,Win11,16Gb,2,8228,Taskmgr.exe,505,508,3,MISMATCH,SMALL,
Run206,Win11,16Gb,2,8384,svchost.exe,93,93,0,MATCH,MATCH,
Run206,Win11,16Gb,2,8580,SecurityHealth,80,80,0,MATCH,MATCH,
Run206,Win11,16Gb,2,8720,svchost.exe,133,135,2,MISMATCH,SMALL,
Run206,Win11,16Gb,2,8804,SearchIndexer.,148,147,-1,MISMATCH,SMALL,
Run206,Win11,16Gb,2,8872,SecurityHealth,135,135,0,MATCH,MATCH,
