RunID,OS,RAMTier,Pressure,Variant,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run006A,Win10,8Gb,1,Async,4,System,6,6,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,108,Registry,70,68,-2,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,228,conhost.exe,69,69,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,368,smss.exe,16,16,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,396,svchost.exe,79,78,-1,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,472,csrss.exe,149,149,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,484,sihost.exe,140,136,-4,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,500,SearchFilterHo,61,54,-7,MISMATCH,MEDIUM,
Run006A,Win10,8Gb,1,Async,552,svchost.exe,53,53,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,560,wininit.exe,60,60,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,568,csrss.exe,106,103,-3,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,588,svchost.exe,135,134,-1,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,656,winlogon.exe,93,91,-2,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,704,services.exe,62,62,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,724,WerFault.exe,0,0,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,748,lsass.exe,153,154,1,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,864,svchost.exe,160,162,2,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,888,fontdrvhost.ex,46,46,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,896,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,992,svchost.exe,92,90,-2,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,1008,dwm.exe,254,254,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,1044,svchost.exe,86,86,0,MATCH,MATCH,
Run006A,Win10,8Gb,1,Async,1064,svchost.exe,73,74,1,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,1080,svchost.exe,171,169,-2,MISMATCH,SMALL,
Run006A,Win10,8Gb,1,Async,1204,svchost.exe,104,103,-1,MISMATCH,SMALL,
