RunID,OS,RAMTier,Pressure,Variant,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run009A,Win10,8Gb,1,Async,4,System,6,6,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,108,Registry,68,68,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,368,smss.exe,16,16,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,396,svchost.exe,77,80,3,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,472,csrss.exe,146,148,2,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,484,sihost.exe,133,131,-2,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,552,svchost.exe,53,53,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,560,wininit.exe,60,60,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,568,csrss.exe,103,103,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,588,svchost.exe,135,135,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,656,winlogon.exe,95,95,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,704,services.exe,62,62,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,724,WerFault.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,748,lsass.exe,154,153,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,864,svchost.exe,152,150,-2,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,888,fontdrvhost.ex,46,46,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,896,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,992,svchost.exe,90,89,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,1008,dwm.exe,251,251,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1044,svchost.exe,85,85,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1064,svchost.exe,70,70,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1080,svchost.exe,174,174,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1204,svchost.exe,101,101,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1236,svchost.exe,81,81,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1292,svchost.exe,83,83,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1320,svchost.exe,70,70,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1332,svchost.exe,103,103,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1392,svchost.exe,53,53,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1436,msedgewebview2,85,85,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1456,svchost.exe,52,52,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1464,svchost.exe,90,90,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1512,svchost.exe,75,75,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1532,svchost.exe,54,54,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1540,svchost.exe,86,87,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,1548,svchost.exe,67,67,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1584,svchost.exe,70,70,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1712,MemCompression,1055,1055,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1724,svchost.exe,69,69,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1808,svchost.exe,60,60,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1824,svchost.exe,96,96,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1832,svchost.exe,90,90,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1868,svchost.exe,69,69,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1884,svchost.exe,91,91,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,1892,svchost.exe,69,69,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2096,SearchFilterHo,61,57,-4,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2112,svchost.exe,74,75,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2124,svchost.exe,61,61,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2132,svchost.exe,81,81,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2180,taskhostw.exe,221,221,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2220,svchost.exe,78,78,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2284,svchost.exe,70,69,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2312,MicrosoftEdgeU,96,96,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2400,svchost.exe,73,73,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2436,spoolsv.exe,123,123,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2484,svchost.exe,110,110,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2548,svchost.exe,76,76,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2576,svchost.exe,127,126,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2748,svchost.exe,193,193,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2760,svchost.exe,194,195,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2772,svchost.exe,143,142,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2788,svchost.exe,135,131,-4,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,2868,MpDefenderCore,119,119,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2876,svchost.exe,53,53,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2896,svchost.exe,86,86,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2904,VGAuthService.,83,83,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2928,vm3dservice.ex,58,58,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2940,svchost.exe,116,116,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2948,vmtoolsd.exe,149,149,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,2972,MsMpEng.exe,1917,1918,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,3000,svchost.exe,54,53,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,3076,svchost.exe,101,101,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3256,svchost.exe,77,77,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3284,svchost.exe,87,85,-2,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,3328,vm3dservice.ex,72,72,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3484,go-winpmem_amd,,,,MISSING FROM VMEM,MISSING,
Run009A,Win10,8Gb,1,Async,3552,svchost.exe,72,72,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3564,userinit.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3620,powershell.exe,,,,MISSING FROM RAW,MISSING,
Run009A,Win10,8Gb,1,Async,3672,svchost.exe,81,81,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3752,WmiPrvSE.exe,125,124,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,3756,svchost.exe,100,99,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,3768,dllhost.exe,101,101,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3832,conhost.exe,,,,MISSING FROM VMEM,MISSING,
Run009A,Win10,8Gb,1,Async,3948,HxTsr.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,3976,msedgewebview2,153,153,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4020,msdtc.exe,95,95,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4076,svchost.exe,67,67,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4088,SearchIndexer.,278,274,-4,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,4168,msedgewebview2,170,170,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4256,msedgewebview2,74,74,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4372,Taskmgr.exe,233,234,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,4528,msedgewebview2,338,338,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4600,NisSrv.exe,69,69,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4612,svchost.exe,114,114,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4676,HxTsr.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4684,ctfmon.exe,108,108,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4724,dllhost.exe,130,130,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4820,explorer.exe,518,517,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,4860,AggregatorHost,49,49,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,4900,svchost.exe,92,92,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5016,svchost.exe,73,72,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,5088,svchost.exe,68,68,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5148,svchost.exe,77,77,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5268,SearchApp.exe,260,260,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5288,RuntimeBroker.,163,162,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,5308,SearchProtocol,95,105,10,MISMATCH,MEDIUM,
Run009A,Win10,8Gb,1,Async,5404,svchost.exe,109,109,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5524,RuntimeBroker.,110,109,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,5704,StartMenuExper,225,225,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5808,svchost.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,5828,RuntimeBroker.,149,148,-1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,5944,svchost.exe,83,83,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,6108,SearchApp.exe,726,726,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,6244,m365copilot_au,74,74,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,6344,svchost.exe,79,80,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,6468,svchost.exe,65,65,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,6620,HxTsr.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,6776,svchost.exe,93,93,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,6836,powershell.exe,229,229,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7064,svchost.exe,73,73,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7104,PhoneExperienc,704,705,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,7112,svchost.exe,130,131,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,7280,svchost.exe,189,189,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7340,conhost.exe,69,69,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7436,RuntimeBroker.,95,95,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7500,powershell.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7568,SecurityHealth,71,71,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7608,SecurityHealth,108,108,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7684,vmtoolsd.exe,134,134,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7728,OneDrive.exe,340,341,1,MISMATCH,SMALL,
Run009A,Win10,8Gb,1,Async,7756,msedgewebview2,123,123,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,7984,svchost.exe,0,0,0,MATCH,MATCH,
Run009A,Win10,8Gb,1,Async,8180,ShellExperienc,199,199,0,MATCH,MATCH,
